timestamp,epoch,batch,split,loss,n_pairs,batch_size,dim_model,n_layers,n_head,dim_feedforward,dropout,lr,margin
1779116976.53551,1,,train_epoch,3.352559118014772,100000,128,256,4,4,512,0.1,0.0001,2.0
1779116976.5355458,1,,val_epoch,1.4502126194394318,20000,128,256,4,4,512,0.1,0.0001,2.0
1779117046.4692285,2,,train_epoch,0.9704844435615003,100000,128,256,4,4,512,0.1,0.0001,2.0
1779117046.4692612,2,,val_epoch,0.8572625855731356,20000,128,256,4,4,512,0.1,0.0001,2.0
1779117117.219039,3,,train_epoch,0.8191374602830014,100000,128,256,4,4,512,0.1,0.0001,2.0
1779117117.2190754,3,,val_epoch,0.7149007756998584,20000,128,256,4,4,512,0.1,0.0001,2.0
1779117188.1076975,4,,train_epoch,0.7282917712198194,100000,128,256,4,4,512,0.1,0.0001,2.0
1779117188.1077359,4,,val_epoch,0.6693138408053453,20000,128,256,4,4,512,0.1,0.0001,2.0
1779117258.9892666,5,,train_epoch,0.6839327213099545,100000,128,256,4,4,512,0.1,0.0001,2.0
1779117258.9893105,5,,val_epoch,0.6468779302326737,20000,128,256,4,4,512,0.1,0.0001,2.0
1779117330.268442,6,,train_epoch,0.6529181970049963,100000,128,256,4,4,512,0.1,0.0001,2.0
1779117330.2684784,6,,val_epoch,0.6194753783523657,20000,128,256,4,4,512,0.1,0.0001,2.0
1779117401.0018532,7,,train_epoch,0.6180515965003797,100000,128,256,4,4,512,0.1,0.0001,2.0
1779117401.0018888,7,,val_epoch,0.5938475974805796,20000,128,256,4,4,512,0.1,0.0001,2.0
1779117471.7474036,8,,train_epoch,0.5888683124042838,100000,128,256,4,4,512,0.1,0.0001,2.0
1779117471.7474396,8,,val_epoch,0.5847732886007637,20000,128,256,4,4,512,0.1,0.0001,2.0
1779117542.8455338,9,,train_epoch,0.5660086704794404,100000,128,256,4,4,512,0.1,0.0001,2.0
1779117542.8455646,9,,val_epoch,0.568119975981439,20000,128,256,4,4,512,0.1,0.0001,2.0
1779117614.1221309,10,,train_epoch,0.5453526348714024,100000,128,256,4,4,512,0.1,0.0001,2.0
1779117614.122163,10,,val_epoch,0.5607651107630153,20000,128,256,4,4,512,0.1,0.0001,2.0
