timestamp,epoch,batch,split,loss,n_pairs,batch_size,dim_model,n_layers,n_head,dim_feedforward,dropout,lr,margin
1770573752.695939,1,,train_epoch,0.004934632570556677,100000,64,256,2,4,512,0.1,0.00015418403814533913,0.5
1770573752.6960313,1,,val_epoch,0.11776802300314862,20000,64,256,2,4,512,0.1,0.00015418403814533913,0.5
1770575335.725815,2,,train_epoch,0.0007499514098537035,100000,64,256,2,4,512,0.1,7.344558836907061e-05,0.5
1770575335.725861,2,,val_epoch,0.11873219377947405,20000,64,256,2,4,512,0.1,7.344558836907061e-05,0.5
1770576922.8120496,3,,train_epoch,0.0010933890649657077,100000,64,256,2,4,512,0.1,0.0004811498080154707,0.5
1770576922.8120928,3,,val_epoch,0.11616106391304169,20000,64,256,2,4,512,0.1,0.0004811498080154707,0.5
1770578514.5077682,4,,train_epoch,0.0006155199452812769,100000,64,256,2,4,512,0.1,0.00024937168213074926,0.5
1770578514.5078194,4,,val_epoch,0.11707146131781676,20000,64,256,2,4,512,0.1,0.00024937168213074926,0.5
1770580108.583278,5,,train_epoch,0.00019606287318257398,100000,64,256,2,4,512,0.1,1.9331815032471277e-05,0.5
1770580108.5833616,5,,val_epoch,0.11993849122883402,20000,64,256,2,4,512,0.1,1.9331815032471277e-05,0.5
