timestamp,epoch,batch,split,loss,n_pairs,batch_size,dim_model,n_layers,n_head,dim_feedforward,dropout,lr,margin
1779046050.525838,1,,train_epoch,3.1510984141503453,100000,128,256,4,4,512,0.1,0.0001,2.0
1779046050.525878,1,,val_epoch,1.4681481785455328,20000,128,256,4,4,512,0.1,0.0001,2.0
1779046120.3575366,2,,train_epoch,0.956373440944935,100000,128,256,4,4,512,0.1,0.0001,2.0
1779046120.3575761,2,,val_epoch,0.8768497754813759,20000,128,256,4,4,512,0.1,0.0001,2.0
1779046190.5541434,3,,train_epoch,0.8115531227472798,100000,128,256,4,4,512,0.1,0.0001,2.0
1779046190.5541832,3,,val_epoch,0.7049125968271001,20000,128,256,4,4,512,0.1,0.0001,2.0
1779046261.3698914,4,,train_epoch,0.7236118546074919,100000,128,256,4,4,512,0.1,0.0001,2.0
1779046261.369932,4,,val_epoch,0.6559120693783851,20000,128,256,4,4,512,0.1,0.0001,2.0
1779046332.1131039,5,,train_epoch,0.6705258384232631,100000,128,256,4,4,512,0.1,0.0001,2.0
1779046332.1131408,5,,val_epoch,0.6273720640285759,20000,128,256,4,4,512,0.1,0.0001,2.0
1779046426.4798524,6,,train_epoch,0.628233034859228,100000,128,256,4,4,512,0.1,0.0001,2.0
1779046426.4798965,6,,val_epoch,0.6036583450949116,20000,128,256,4,4,512,0.1,0.0001,2.0
1779046497.1513019,7,,train_epoch,0.5963352349636805,100000,128,256,4,4,512,0.1,0.0001,2.0
1779046497.1513424,7,,val_epoch,0.570760353165827,20000,128,256,4,4,512,0.1,0.0001,2.0
1779046544.72933,8,,train_epoch,0.5667763199952557,100000,128,256,4,4,512,0.1,0.0001,2.0
1779046544.729373,8,,val_epoch,0.5599339137411421,20000,128,256,4,4,512,0.1,0.0001,2.0
1779046615.8564978,9,,train_epoch,0.5452659220799155,100000,128,256,4,4,512,0.1,0.0001,2.0
1779046615.8565443,9,,val_epoch,0.551424594821444,20000,128,256,4,4,512,0.1,0.0001,2.0
1779046710.0369647,10,,train_epoch,0.5262018684154887,100000,128,256,4,4,512,0.1,0.0001,2.0
1779046710.0369976,10,,val_epoch,0.540986725858822,20000,128,256,4,4,512,0.1,0.0001,2.0
