timestamp,epoch,batch,split,loss,n_pairs,batch_size,dim_model,n_layers,n_head,dim_feedforward,dropout,lr,margin
1770582943.8480623,1,,train_epoch,0.010770196791850591,100000,64,256,2,4,512,0.1,1.5418403814533912e-05,0.5
1770582943.848137,1,,val_epoch,0.10521737306405561,20000,64,256,2,4,512,0.1,1.5418403814533912e-05,0.5
1770584537.0576127,2,,train_epoch,0.0026447414109769074,100000,64,256,2,4,512,0.1,7.3445588369070615e-06,0.5
1770584537.0576558,2,,val_epoch,0.1047294249686713,20000,64,256,2,4,512,0.1,7.3445588369070615e-06,0.5
1770586134.478685,3,,train_epoch,0.002394520450567842,100000,64,256,2,4,512,0.1,4.811498080154707e-05,0.5
1770586134.4787319,3,,val_epoch,0.11162189840556333,20000,64,256,2,4,512,0.1,4.811498080154707e-05,0.5
1770587728.2706356,4,,train_epoch,0.0015805235280198302,100000,64,256,2,4,512,0.1,2.4937168213074924e-05,0.5
1770587728.2706792,4,,val_epoch,0.12128491108023083,20000,64,256,2,4,512,0.1,2.4937168213074924e-05,0.5
1770589324.742021,5,,train_epoch,0.000997355205482614,100000,64,256,2,4,512,0.1,1.9331815032471277e-06,0.5
1770589324.7420592,5,,val_epoch,0.11918945884861695,20000,64,256,2,4,512,0.1,1.9331815032471277e-06,0.5
