timestamp,epoch,batch,split,loss,n_pairs,batch_size,dim_model,n_layers,n_head,dim_feedforward,dropout,lr,margin
1779042746.3214886,1,,train_epoch,14.910746327604349,40000,128,256,2,4,512,0.3,0.0001,2.0
1779042746.3215287,1,,val_epoch,6.713241654729086,8000,128,256,2,4,512,0.3,0.0001,2.0
1779042761.7478154,2,,train_epoch,8.933630583766169,40000,128,256,2,4,512,0.3,0.0001,2.0
1779042761.7478495,2,,val_epoch,5.164650858971217,8000,128,256,2,4,512,0.3,0.0001,2.0
1779042777.5616283,3,,train_epoch,6.399254132383548,40000,128,256,2,4,512,0.3,0.0001,2.0
1779042777.5616636,3,,val_epoch,3.948235205507704,8000,128,256,2,4,512,0.3,0.0001,2.0
1779042816.308079,4,,train_epoch,4.597455465755524,40000,128,256,2,4,512,0.3,0.0001,2.0
1779042816.3081121,4,,val_epoch,2.9429837551027065,8000,128,256,2,4,512,0.3,0.0001,2.0
1779042808.4435382,5,,train_epoch,3.288333693251442,40000,128,256,2,4,512,0.3,0.0001,2.0
1779042808.443573,5,,val_epoch,2.0617623989071165,8000,128,256,2,4,512,0.3,0.0001,2.0
1779042823.8567529,6,,train_epoch,2.271712392282943,40000,128,256,2,4,512,0.3,0.0001,2.0
1779042823.856792,6,,val_epoch,1.2527401681457246,8000,128,256,2,4,512,0.3,0.0001,2.0
1779042862.662313,7,,train_epoch,1.557856705622932,40000,128,256,2,4,512,0.3,0.0001,2.0
1779042862.6623495,7,,val_epoch,0.9379724670970251,8000,128,256,2,4,512,0.3,0.0001,2.0
1779042854.830887,8,,train_epoch,1.246236718310335,40000,128,256,2,4,512,0.3,0.0001,2.0
1779042854.8309245,8,,val_epoch,0.8562243524051848,8000,128,256,2,4,512,0.3,0.0001,2.0
1779042870.6718273,9,,train_epoch,1.0925565125843206,40000,128,256,2,4,512,0.3,0.0001,2.0
1779042870.6718667,9,,val_epoch,0.8343823353449503,8000,128,256,2,4,512,0.3,0.0001,2.0
1779042886.345148,10,,train_epoch,1.004755552774801,40000,128,256,2,4,512,0.3,0.0001,2.0
1779042886.345184,10,,val_epoch,0.8288463391954937,8000,128,256,2,4,512,0.3,0.0001,2.0
